1,1,50,2.6772,-79.7751,2.6774,79.82,271.9222,270.9611,0.0001,0.6907,1,4.6578,1.8421,-1.7042,2.0425
1,2,50,0,-82.7485,0,82.7485,270,0,0,0,0,0,0,0,0
2,1,50,3.1571,-77.2803,3.1573,77.3448,272.3395,271.1698,0.0001,0.6843,1,4.6021,1.8216,-1.707,2.8615
2,2,50,0,-82.7485,0,82.7485,270,0,0,0,0,0,0,0,0
3,1,50,2.8361,-74.02,2.8363,74.0743,272.1944,271.0972,0.0001,0.6865,1,4.5285,1.8074,-1.706,3.4412
3,2,50,0,-82.7485,0,82.7485,270,0,0,0,0,0,0,0,0
4,1,50,-1.3802,-84.2814,-1.3803,84.2927,269.0618,269.5309,0.0001,0.7357,1,4.7584,1.9217,-1.6809,1
4,2,50,0,-82.7485,0,82.7485,270,0,0,0,0,0,0,0,0
5,1,50,-1.1848,-84.8006,-1.1849,84.8089,269.1995,269.5997,0.0001,0.7335,1,4.77,1.9218,-1.6822,1
5,2,50,0,-82.7485,0,82.7485,270,0,0,0,0,0,0,0,0
6,1,50,-0.9009,-85.5211,-0.9009,85.5258,269.3964,269.6982,0.0001,0.7303,1,4.7862,1.9217,-1.684,1
6,2,50,0,-82.7485,0,82.7485,270,0,0,0,0,0,0,0,0
7,1,50,0,0,0,0,0,126.8697,0.5,1.22,1,1.0562,1.0229,0,2.3669
7,2,50,-1,2,-1.5,2.5,126.8697,0,0,0,0,0,0,0,0
8,1,50,-1,2,-1.5,2.5,126.8697,126.8697,0.5,1.22,1,1.0562,1.0229,0,2.3669
8,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,50,2.49,-0.001,3.7346,3.7346,359.9847,269.9854,0.4998,0.7212,1,1.1681,1.0404,-0.0022,7.1792
9,2,50,-2.49,0.0009,-3.7346,3.7346,179.9862,0,0,0,0,0,0,0,0
10,1,50,2.49,-0.001,3.7346,3.7346,359.9847,269.9847,0.4998,0.7212,1,1.1681,1.0404,-0.0022,7.1792
10,2,50,-2.49,0.001,-3.7346,3.7346,179.9847,0,0,0,0,0,0,0,0
11,1,50,2.49,-0.001,3.7346,3.7346,359.9847,89.9839,0.4998,0.6175,1,1.1681,1.0346,0,7.2195
11,2,50,-2.49,0.0011,-3.7346,3.7346,179.9831,0,0,0,0,0,0,0,0
12,1,50,2.49,-0.001,3.7346,3.7346,359.9847,89.9831,0.4998,0.6175,1,1.1681,1.0346,0,7.2195
12,2,50,-2.49,0.0012,-3.7346,3.7346,179.9816,0,0,0,0,0,0,0,0
13,1,50,-0.001,2.49,-0.0015,2.49,90.0345,180.0328,0.4998,0.9779,1,1.1121,1.0365,0,4.8045
13,2,50,0.0009,-2.49,0.0013,2.49,270.0311,0,0,0,0,0,0,0,0
14,1,50,-0.001,2.49,-0.0015,2.49,90.0345,180.0345,0.4998,0.9779,1,1.1121,1.0365,0,4.8045
14,2,50,0.001,-2.49,0.0015,2.49,270.0345,0,0,0,0,0,0,0,0
15,1,50,-0.001,2.49,-0.0015,2.49,90.0345,0.0362,0.4998,1.3197,1,1.1121,1.0493,0,4.7461
15,2,50,0.0011,-2.49,0.0016,2.49,270.038,0,0,0,0,0,0,0,0
16,1,50,2.5,0,3.7496,3.7496,0,315,0.4998,0.8454,1,1.1406,1.0396,-0.0001,4.3065
16,2,50,0,-2.5,0,2.5,270,0,0,0,0,0,0,0,0
17,1,50,2.5,0,3.4569,3.4569,0,346.247,0.3827,1.4453,1.1608,1.9547,1.4599,-0.0003,27.1492
17,2,73,25,-18,34.5687,38.9743,332.4939,0,0,0,0,0,0,0,0
18,1,50,2.5,0,3.4954,3.4954,0,51.7766,0.3981,0.6447,1.064,1.7498,1.1612,0,22.8977
18,2,61,-5,29,-6.9907,29.8307,103.5532,0,0,0,0,0,0,0,0
19,1,50,2.5,0,3.5514,3.5514,0,272.2362,0.4206,0.6521,1.0251,1.9455,1.2055,-0.8219,31.903
19,2,56,-27,-3,-38.3556,38.4728,184.4723,0,0,0,0,0,0,0,0
20,1,50,2.5,0,3.5244,3.5244,0,11.9548,0.4098,1.1031,1.04,1.912,1.3353,0,19.4535
20,2,58,24,15,33.8342,37.0102,23.9095,0,0,0,0,0,0,0,0
21,1,50,2.5,0,3.7494,3.7494,0,3.5056,0.4997,1.2616,1,1.1923,1.0808,0,1
21,2,50,3.1736,0.5854,4.7596,4.7954,7.0113,0,0,0,0,0,0,0,0
22,1,50,2.5,0,3.7493,3.7493,0,0,0.4997,1.3202,1,1.1956,1.0861,0,1
22,2,50,3.2972,0,4.945,4.945,0,0,0,0,0,0,0,0,0
23,1,50,2.5,0,3.7497,3.7497,0,5.819,0.4999,1.2197,1,1.1486,1.0604,0,1
23,2,50,1.8634,0.5757,2.7949,2.8536,11.638,0,0,0,0,0,0,0,0
24,1,50,2.5,0,3.7493,3.7493,0,1.9603,0.4997,1.2883,1,1.1946,1.0836,0,1
24,2,50,3.2592,0.335,4.8879,4.8994,3.9206,0,0,0,0,0,0,0,0
25,1,60.2574,-34.0099,36.2677,-34.0678,49.759,133.2085,132.0835,0.0017,1.301,1.1427,3.2946,1.9951,0,1.2644
25,2,60.4626,-34.1751,39.4387,-34.2333,52.2238,130.9584,0,0,0,0,0,0,0,0
26,1,63.0109,-31.0961,-5.8663,-32.6194,33.1427,190.1951,188.8221,0.049,0.9402,1.1831,2.4549,1.456,0,1.263
26,2,62.8187,-29.7946,-4.0864,-31.2542,31.5202,187.449,0,0,0,0,0,0,0,0
27,1,61.2901,3.7196,-5.3901,5.5668,7.7487,315.924,310.0313,0.4966,0.6952,1.1586,1.3092,1.0717,-0.0032,1.8731
27,2,61.4292,2.248,-4.962,3.3644,5.995,304.1385,0,0,0,0,0,0,0,0
28,1,35.0831,-44.1164,3.7933,-44.3939,44.5557,175.1161,176.429,0.0063,1.0168,1.2148,2.9105,1.6476,0,1.8645
28,2,35.0232,-40.0716,1.5901,-40.3237,40.355,177.7418,0,0,0,0,0,0,0,0
29,1,22.7233,20.0904,-46.694,20.1424,50.8532,293.3339,291.3809,0.0026,0.3636,1.4014,3.1597,1.2617,-1.2537,2.0373
29,2,23.0331,14.973,-42.5619,15.0118,45.1317,289.4279,0,0,0,0,0,0,0,0
30,1,36.4612,47.858,18.3852,47.9197,51.3256,20.9901,21.8781,0.0013,0.9239,1.1943,3.3888,1.7357,0,1.4146
30,2,36.2715,50.5065,21.2231,50.5716,54.8444,22.766,0,0,0,0,0,0,0,0
31,1,90.8027,-2.0831,1.441,-3.1245,3.4408,155.241,167.1011,0.4999,1.1546,1.611,1.1329,1.0511,0,1.4441
31,2,91.1528,-1.6435,0.0447,-2.4651,2.4655,178.9612,0,0,0,0,0,0,0,0
32,1,90.9257,-0.5406,-0.9208,-0.8109,1.227,228.6315,218.4363,0.5,1.3916,1.593,1.062,1.0288,0,1.5381
32,2,88.6381,-0.8985,-0.7239,-1.3477,1.5298,208.2412,0,0,0,0,0,0,0,0
33,1,6.7747,-0.2908,-2.4247,-0.4362,2.4636,259.8025,263.0049,0.4999,0.9556,1.6517,1.1057,1.0337,-0.0004,0.6377
33,2,5.8714,-0.0985,-2.2286,-0.1477,2.2335,266.2073,0,0,0,0,0,0,0,0
34,1,2.0776,0.0795,-1.135,0.1192,1.1412,275.9978,268.091,0.5,0.7826,1.7246,1.0383,1.01,0,0.9082
34,2,0.9033,-0.0636,-0.5514,-0.0954,0.5596,260.1842,0,0,0,0,0,0,0,0
